external_gene_name;transcript_id;Isoform_id;gene_id;uniprotswissprot
ELK4;ENST00000289703;P28324-2;ENSG00000158711;P28324
CST5;ENST00000304710;;ENSG00000170367;P28325
PEX2;ENST00000357039;;ENSG00000164751;P28328
PEX2;ENST00000520103;;ENSG00000164751;P28328
PEX2;ENST00000522527;;ENSG00000164751;P28328
CHAT;ENST00000339797;P28329-3;ENSG00000070748;P28329
CHAT;ENST00000351556;P28329-3;ENSG00000070748;P28329
CHAT;ENST00000395559;P28329-3;ENSG00000070748;P28329
CHAT;ENST00000395562;P28329-2;ENSG00000070748;P28329
CHAT;ENST00000337653;P28329-1;ENSG00000070748;P28329
ACADL;ENST00000233710;;ENSG00000115361;P28330
NDUFS1;ENST00000635748;P28331-1;ENSG00000283447;P28331
NDUFS1;ENST00000637298;P28331-4;ENSG00000283447;P28331
NDUFS1;ENST00000637990;P28331-5;ENSG00000283447;P28331
NDUFS1;ENST00000636505;P28331-1;ENSG00000283447;P28331
NDUFS1;ENST00000637631;P28331-3;ENSG00000283447;P28331
NDUFS1;ENST00000233190;P28331-1;ENSG00000023228;P28331
NDUFS1;ENST00000423725;P28331-4;ENSG00000023228;P28331
NDUFS1;ENST00000440274;P28331-5;ENSG00000023228;P28331
NDUFS1;ENST00000449699;P28331-1;ENSG00000023228;P28331
NDUFS1;ENST00000432169;P28331-3;ENSG00000023228;P28331
ADH6;ENST00000394899;P28332-2;ENSG00000172955;P28332
ADH6;ENST00000237653;P28332-1;ENSG00000172955;P28332
HTR2C;ENST00000371951;P28335-1;ENSG00000147246;P28335
HTR2C;ENST00000371950;P28335-2;ENSG00000147246;P28335
HTR2C;ENST00000276198;P28335-1;ENSG00000147246;P28335
NMBR;ENST00000258042;;ENSG00000135577;P28336
POLD1;ENST00000599857;;ENSG00000062822;P28340
POLD1;ENST00000601098;;ENSG00000062822;P28340
POLD1;ENST00000440232;;ENSG00000062822;P28340
POLD1;ENST00000593887;;ENSG00000062822;P28340
POLD1;ENST00000593887;;ENSG00000062822;P28340
POLD1;ENST00000687454;;ENSG00000062822;P28340
TEAD1;ENST00000527636;P28347-1;ENSG00000187079;P28347
TEAD1;ENST00000334310;P28347-2;ENSG00000187079;P28347
HOXD9;ENST00000249499;;ENSG00000128709;P28356
HOXD10;ENST00000249501;;ENSG00000128710;P28358
MSX1;ENST00000382723;;ENSG00000163132;P28360
SMARCA1;ENST00000371122;P28370-1;ENSG00000102038;P28370
GABRB3;ENST00000311550;P28472-1;ENSG00000166206;P28472
GABRB3;ENST00000299267;P28472-2;ENSG00000166206;P28472
GABRB3;ENST00000636466;P28472-4;ENSG00000166206;P28472
GABRB3;ENST00000400188;P28472-3;ENSG00000166206;P28472
GABRB3;ENST00000545868;P28472-4;ENSG00000166206;P28472
GABRR2;ENST00000402938;P28476-1;ENSG00000111886;P28476
MAPK1;ENST00000215832;P28482-1;ENSG00000100030;P28482
MAPK1;ENST00000398822;P28482-1;ENSG00000100030;P28482
MAPK1;ENST00000544786;P28482-2;ENSG00000100030;P28482
DUSP1;ENST00000239223;;ENSG00000120129;P28562
HTR1E;ENST00000305344;;ENSG00000168830;P28566
GCA;ENST00000437150;;ENSG00000115271;P28676
MZF1;ENST00000594234;P28698-3;ENSG00000099326;P28698
MZF1;ENST00000215057;P28698-1;ENSG00000099326;P28698
MZF1;ENST00000599369;P28698-1;ENSG00000099326;P28698
RXRB;ENST00000456244;P28702-3;ENSG00000231321;P28702
RXRB;ENST00000431820;P28702-1;ENSG00000231321;P28702
RXRB;ENST00000455462;P28702-3;ENSG00000228333;P28702
RXRB;ENST00000415157;P28702-1;ENSG00000228333;P28702
RXRB;ENST00000443603;P28702-3;ENSG00000227322;P28702
RXRB;ENST00000436753;P28702-1;ENSG00000227322;P28702
RXRB;ENST00000431161;P28702-3;ENSG00000235712;P28702
RXRB;ENST00000415909;P28702-1;ENSG00000235712;P28702
RXRB;ENST00000383217;P28702-1;ENSG00000206289;P28702
RXRB;ENST00000383216;P28702-3;ENSG00000206289;P28702
RXRB;ENST00000374685;P28702-3;ENSG00000204231;P28702
RXRB;ENST00000374680;P28702-1;ENSG00000204231;P28702
ERCC5;ENST00000652225;P28715-1;ENSG00000134899;P28715
RBL1;ENST00000373664;P28749-1;ENSG00000080839;P28749
RBL1;ENST00000344359;P28749-2;ENSG00000080839;P28749
GRN;ENST00000053867;P28799-1;ENSG00000030582;P28799
PTPRM;ENST00000580170;P28827-2;ENSG00000173482;P28827
PTPRM;ENST00000332175;P28827-1;ENSG00000173482;P28827
LAP3;ENST00000226299;P28838-1;ENSG00000002549;P28838
LAP3;ENST00000618908;P28838-1;ENSG00000002549;P28838
LAP3;ENST00000606142;P28838-2;ENSG00000002549;P28838
HSD11B1;ENST00000367028;;ENSG00000117594;P28845
HSD11B1;ENST00000367027;;ENSG00000117594;P28845
CD34;ENST00000310833;P28906-1;ENSG00000174059;P28906
CD34;ENST00000356522;P28906-2;ENSG00000174059;P28906
CD38;ENST00000226279;P28907-1;ENSG00000004468;P28907
TNFRSF8;ENST00000263932;P28908-1;ENSG00000120949;P28908
TNFRSF8;ENST00000417814;P28908-3;ENSG00000120949;P28908
TNFRSF8;ENST00000413146;P28908-2;ENSG00000120949;P28908
CD1B;ENST00000368168;P29016-1;ENSG00000158485;P29016
CD1C;ENST00000368170;;ENSG00000158481;P29017
GJB2;ENST00000382844;;ENSG00000165474;P29033
GJB2;ENST00000382848;;ENSG00000165474;P29033
S100A2;ENST00000368708;;ENSG00000196754;P29034
S100A2;ENST00000487430;;ENSG00000196754;P29034
S100A2;ENST00000368710;;ENSG00000196754;P29034
S100A2;ENST00000368709;;ENSG00000196754;P29034
PTPN4;ENST00000263708;;ENSG00000088179;P29074
GTF2E1;ENST00000283875;;ENSG00000153767;P29083
GTF2E2;ENST00000355904;;ENSG00000197265;P29084
PCSK1;ENST00000311106;P29120-1;ENSG00000175426;P29120
PCSK1;ENST00000508626;P29120-2;ENSG00000175426;P29120
PCSK6;ENST00000611716;P29122-1;ENSG00000140479;P29122
PCSK6;ENST00000618548;P29122-2;ENSG00000140479;P29122
PCSK6;ENST00000611967;P29122-4;ENSG00000140479;P29122
PCSK6;ENST00000615296;P29122-5;ENSG00000140479;P29122
TPP2;ENST00000376065;;ENSG00000134900;P29144
IMPA1;ENST00000256108;P29218-1;ENSG00000133731;P29218
IMPA1;ENST00000311489;P29218-2;ENSG00000133731;P29218
IMPA1;ENST00000449740;P29218-3;ENSG00000133731;P29218
ADORA2A;ENST00000611543;;ENSG00000128271;P29274
ADORA2A;ENST00000337539;;ENSG00000128271;P29274
ADORA2A;ENST00000610595;;ENSG00000128271;P29274
ADORA2A;ENST00000618076;;ENSG00000128271;P29274
ADORA2B;ENST00000304222;;ENSG00000170425;P29275
CCN2;ENST00000367976;P29279-1;ENSG00000118523;P29279
EPHA2;ENST00000358432;P29317-1;ENSG00000142627;P29317
EPHA3;ENST00000336596;P29320-1;ENSG00000044524;P29320
EPHA3;ENST00000452448;P29320-2;ENSG00000044524;P29320
EPHA8;ENST00000166244;P29322-1;ENSG00000070886;P29322
EPHA8;ENST00000374644;P29322-2;ENSG00000070886;P29322
EPHB2;ENST00000374630;P29323-2;ENSG00000133216;P29323
EPHB2;ENST00000400191;P29323-1;ENSG00000133216;P29323
EPHB2;ENST00000374632;P29323-3;ENSG00000133216;P29323
PTPN6;ENST00000399448;P29350-3;ENSG00000111679;P29350
PTPN6;ENST00000456013;P29350-4;ENSG00000111679;P29350
PTPN6;ENST00000318974;P29350-1;ENSG00000111679;P29350
SHC1;ENST00000368445;P29353-1;ENSG00000160691;P29353
SHC1;ENST00000448116;P29353-6;ENSG00000160691;P29353
SHC1;ENST00000368450;P29353-2;ENSG00000160691;P29353
SHC1;ENST00000368453;P29353-7;ENSG00000160691;P29353
TACR3;ENST00000304883;;ENSG00000169836;P29371
MPG;ENST00000397817;P29372-5;ENSG00000103152;P29372
MPG;ENST00000356432;P29372-4;ENSG00000103152;P29372
MPG;ENST00000219431;P29372-1;ENSG00000103152;P29372
CRABP2;ENST00000368222;;ENSG00000143320;P29373
CRABP2;ENST00000621784;;ENSG00000143320;P29373
CRABP2;ENST00000368221;;ENSG00000143320;P29373
ARID4A;ENST00000348476;P29374-3;ENSG00000032219;P29374
ARID4A;ENST00000355431;P29374-1;ENSG00000032219;P29374
ARID4A;ENST00000395168;P29374-2;ENSG00000032219;P29374
ARID4A;ENST00000431317;P29374-3;ENSG00000032219;P29374
KDM5A;ENST00000399788;P29375-1;ENSG00000073614;P29375
LTK;ENST00000263800;P29376-1;ENSG00000062524;P29376
LTK;ENST00000355166;P29376-4;ENSG00000062524;P29376
LTK;ENST00000453182;P29376-5;ENSG00000062524;P29376
S100G;ENST00000380200;;ENSG00000169906;P29377
COL4A5;ENST00000328300;P29400-2;ENSG00000188153;P29400
COL4A5;ENST00000361603;P29400-1;ENSG00000188153;P29400
TKT;ENST00000462138;P29401-1;ENSG00000163931;P29401
TKT;ENST00000423525;P29401-1;ENSG00000163931;P29401
TKT;ENST00000423516;P29401-2;ENSG00000163931;P29401
IL12A;ENST00000699704;;ENSG00000168811;P29459
IL12B;ENST00000231228;;ENSG00000113302;P29460
CASP1;ENST00000526568;P29466-3;ENSG00000137752;P29466
CASP1;ENST00000695719;P29466-2;ENSG00000137752;P29466
CASP1;ENST00000533400;P29466-1;ENSG00000137752;P29466
CASP1;ENST00000436863;P29466-1;ENSG00000137752;P29466
CASP1;ENST00000525825;P29466-2;ENSG00000137752;P29466
CASP1;ENST00000531166;P29466-5;ENSG00000137752;P29466
CASP1;ENST00000534497;P29466-4;ENSG00000137752;P29466
NOS3;ENST00000297494;P29474-1;ENSG00000164867;P29474
NOS3;ENST00000467517;P29474-3;ENSG00000164867;P29474
NOS3;ENST00000484524;P29474-2;ENSG00000164867;P29474
NOS1;ENST00000317775;P29475-1;ENSG00000089250;P29475
NOS1;ENST00000338101;P29475-5;ENSG00000089250;P29475
NOS1;ENST00000618760;P29475-5;ENSG00000089250;P29475
SERPINB3;ENST00000283752;P29508-1;ENSG00000057149;P29508
SERPINB3;ENST00000332821;P29508-2;ENSG00000057149;P29508
LMOD1;ENST00000367288;P29536-1;ENSG00000163431;P29536
RBMS1;ENST00000348849;P29558-1;ENSG00000153250;P29558
PML;ENST00000395135;P29590-5;ENSG00000140464;P29590
PML;ENST00000395132;P29590-10;ENSG00000140464;P29590
PML;ENST00000268059;P29590-8;ENSG00000140464;P29590
PML;ENST00000354026;P29590-13;ENSG00000140464;P29590
PML;ENST00000268058;P29590-1;ENSG00000140464;P29590
PML;ENST00000565898;P29590-11;ENSG00000140464;P29590
PML;ENST00000569477;P29590-9;ENSG00000140464;P29590
PML;ENST00000569965;P29590-4;ENSG00000140464;P29590
PML;ENST00000567543;P29590-14;ENSG00000140464;P29590
PML;ENST00000436891;P29590-4;ENSG00000140464;P29590
PML;ENST00000435786;P29590-2;ENSG00000140464;P29590
PML;ENST00000564428;P29590-12;ENSG00000140464;P29590
PML;ENST00000359928;P29590-14;ENSG00000140464;P29590
TYK2;ENST00000525621;;ENSG00000105397;P29597
TYK2;ENST00000531836;;ENSG00000105397;P29597
TYK2;ENST00000531836;;ENSG00000105397;P29597
SERPINA4;ENST00000557004;;ENSG00000100665;P29622
SERPINA4;ENST00000555095;;ENSG00000100665;P29622
SERPINA4;ENST00000298841;;ENSG00000100665;P29622
EEF1D;ENST00000631698;P29692-4;ENSG00000273594;P29692
EEF1D;ENST00000619144;P29692-2;ENSG00000273594;P29692
EEF1D;ENST00000632675;P29692-3;ENSG00000273594;P29692
EEF1D;ENST00000614575;P29692-1;ENSG00000273594;P29692
EEF1D;ENST00000632587;P29692-1;ENSG00000273594;P29692
EEF1D;ENST00000632965;P29692-3;ENSG00000273594;P29692
EEF1D;ENST00000615698;P29692-1;ENSG00000273594;P29692
EEF1D;ENST00000615067;P29692-1;ENSG00000273594;P29692
EEF1D;ENST00000620155;P29692-2;ENSG00000273594;P29692
EEF1D;ENST00000317198;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000526838;P29692-4;ENSG00000104529;P29692
EEF1D;ENST00000442189;P29692-2;ENSG00000104529;P29692
EEF1D;ENST00000528610;P29692-3;ENSG00000104529;P29692
EEF1D;ENST00000618139;P29692-2;ENSG00000104529;P29692
EEF1D;ENST00000395119;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000529272;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000530445;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000534380;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000533494;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000531218;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000419152;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000529516;P29692-4;ENSG00000104529;P29692
EEF1D;ENST00000534377;P29692-3;ENSG00000104529;P29692
EEF1D;ENST00000530191;P29692-1;ENSG00000104529;P29692
EEF1D;ENST00000524624;P29692-3;ENSG00000104529;P29692
OAS2;ENST00000342315;P29728-1;ENSG00000111335;P29728
OAS2;ENST00000449768;P29728-3;ENSG00000111335;P29728
OAS2;ENST00000392583;P29728-2;ENSG00000111335;P29728
CRABP1;ENST00000299529;;ENSG00000166426;P29762
PDHA2;ENST00000295266;;ENSG00000163114;P29803
CD40LG;ENST00000370629;;ENSG00000102245;P29965
MARCKS;ENST00000612661;;ENSG00000277443;P29966
AQP1;ENST00000652696;P29972-1;ENSG00000240583;P29972
AQP1;ENST00000311813;P29972-1;ENSG00000240583;P29972
AQP1;ENST00000409899;P29972-4;ENSG00000240583;P29972
AQP1;ENST00000409611;P29972-3;ENSG00000240583;P29972
CNGA1;ENST00000402813;;ENSG00000198515;P29973
CNGA1;ENST00000514170;;ENSG00000198515;P29973
CNGA1;ENST00000420489;;ENSG00000198515;P29973
GNA11;ENST00000078429;;ENSG00000088256;P29992
ALDH4A1;ENST00000290597;P30038-1;ENSG00000159423;P30038
ALDH4A1;ENST00000375341;P30038-1;ENSG00000159423;P30038
ALDH4A1;ENST00000538309;P30038-2;ENSG00000159423;P30038
ALDH4A1;ENST00000538839;P30038-3;ENSG00000159423;P30038
PBLD;ENST00000358769;P30039-1;ENSG00000108187;P30039
PBLD;ENST00000309049;P30039-1;ENSG00000108187;P30039
PBLD;ENST00000495025;P30039-2;ENSG00000108187;P30039
ERP29;ENST00000455836;P30040-2;ENSG00000089248;P30040
ERP29;ENST00000261735;P30040-1;ENSG00000089248;P30040
PRDX6;ENST00000340385;;ENSG00000117592;P30041
BLVRB;ENST00000263368;;ENSG00000090013;P30043
PRDX5;ENST00000265462;P30044-1;ENSG00000126432;P30044
PRDX5;ENST00000352435;P30044-3;ENSG00000126432;P30044
PRDX5;ENST00000347941;P30044-4;ENSG00000126432;P30044
DDT;ENST00000626871;P30046-1;ENSG00000275003;P30046
DDT;ENST00000615721;P30046-1;ENSG00000275003;P30046
DDT;ENST00000629401;P30046-2;ENSG00000275003;P30046
DDT;ENST00000350608;P30046-1;ENSG00000099977;P30046
DDT;ENST00000398344;P30046-1;ENSG00000099977;P30046
DDT;ENST00000430101;P30046-2;ENSG00000099977;P30046
GCHFR;ENST00000260447;P30047-1;ENSG00000137880;P30047
GCHFR;ENST00000559445;P30047-2;ENSG00000137880;P30047
PRDX3;ENST00000298510;P30048-1;ENSG00000165672;P30048
ATP5F1D;ENST00000395633;;ENSG00000099624;P30049
ATP5F1D;ENST00000215375;;ENSG00000099624;P30049
ATP5F1D;ENST00000591660;;ENSG00000099624;P30049
RPL12;ENST00000361436;P30050-1;ENSG00000197958;P30050
RPL12;ENST00000536368;P30050-2;ENSG00000197958;P30050
ECHS1;ENST00000368547;;ENSG00000127884;P30084
CMPK1;ENST00000371873;P30085-3;ENSG00000162368;P30085
CMPK1;ENST00000699075;P30085-1;ENSG00000162368;P30085
PEBP1;ENST00000261313;;ENSG00000089220;P30086
PDIA3;ENST00000300289;;ENSG00000167004;P30101
PPP2R1A;ENST00000322088;;ENSG00000105568;P30153
PPP2R1B;ENST00000311129;P30154-2;ENSG00000137713;P30154
PPP2R1B;ENST00000426998;P30154-3;ENSG00000137713;P30154
PPP2R1B;ENST00000527614;P30154-1;ENSG00000137713;P30154
PPP2R1B;ENST00000341980;P30154-4;ENSG00000137713;P30154
PPP2R1B;ENST00000393055;P30154-5;ENSG00000137713;P30154
CD6;ENST00000313421;P30203-1;ENSG00000013725;P30203
CD6;ENST00000352009;P30203-4;ENSG00000013725;P30203
CD6;ENST00000452451;P30203-5;ENSG00000013725;P30203
CDC27;ENST00000066544;P30260-1;ENSG00000004897;P30260
CDC27;ENST00000531206;P30260-2;ENSG00000004897;P30260
FCER1G;ENST00000289902;;ENSG00000158869;P30273
CCND2;ENST00000676411;P30279-1;ENSG00000118971;P30279
CCND2;ENST00000676279;P30279-1;ENSG00000118971;P30279
CCND2;ENST00000261254;P30279-1;ENSG00000118971;P30279
CCND3;ENST00000616010;P30281-4;ENSG00000112576;P30281
CCND3;ENST00000511642;P30281-2;ENSG00000112576;P30281
CCND3;ENST00000372991;P30281-1;ENSG00000112576;P30281
CCND3;ENST00000415497;P30281-4;ENSG00000112576;P30281
CCND3;ENST00000372988;P30281-2;ENSG00000112576;P30281
CCND3;ENST00000414200;P30281-3;ENSG00000112576;P30281
WEE1;ENST00000450114;P30291-1;ENSG00000166483;P30291
WEE1;ENST00000299613;P30291-2;ENSG00000166483;P30291
WEE1;ENST00000681684;P30291-2;ENSG00000166483;P30291
MIP;ENST00000652304;;ENSG00000135517;P30301
CDC25A;ENST00000351231;P30304-2;ENSG00000164045;P30304
CDC25A;ENST00000302506;P30304-1;ENSG00000164045;P30304
CDC25B;ENST00000245960;P30305-1;ENSG00000101224;P30305
CDC25B;ENST00000439880;P30305-2;ENSG00000101224;P30305
CDC25B;ENST00000340833;P30305-3;ENSG00000101224;P30305
CDC25C;ENST00000323760;P30307-1;ENSG00000158402;P30307
CDC25C;ENST00000415130;P30307-4;ENSG00000158402;P30307
CDC25C;ENST00000513970;P30307-1;ENSG00000158402;P30307
CDC25C;ENST00000514555;P30307-2;ENSG00000158402;P30307
PPIF;ENST00000225174;P30405-1;ENSG00000108179;P30405
TM4SF1;ENST00000305366;;ENSG00000169908;P30408
BDKRB2;ENST00000542454;P30411-2;ENSG00000168398;P30411
BDKRB2;ENST00000554311;P30411-1;ENSG00000168398;P30411
BDKRB2;ENST00000539359;P30411-2;ENSG00000168398;P30411
NKTR;ENST00000232978;;ENSG00000114857;P30414
NMT1;ENST00000678938;P30419-2;ENSG00000136448;P30419
NMT1;ENST00000592782;P30419-1;ENSG00000136448;P30419
NMT1;ENST00000258960;P30419-1;ENSG00000136448;P30419
NMT1;ENST00000592654;P30419-2;ENSG00000136448;P30419
HLA-F;ENST00000440590;P30511-2;ENSG00000237508;P30511
HLA-F;ENST00000420067;P30511-2;ENSG00000235220;P30511
HLA-F;ENST00000383515;P30511-2;ENSG00000137403;P30511
HLA-F;ENST00000359076;P30511-2;ENSG00000206509;P30511
HLA-F;ENST00000376848;P30511-2;ENSG00000229698;P30511
HLA-F;ENST00000376861;P30511-1;ENSG00000204642;P30511
HLA-F;ENST00000334668;P30511-1;ENSG00000204642;P30511
HLA-F;ENST00000259951;P30511-3;ENSG00000204642;P30511
HLA-F;ENST00000434407;P30511-2;ENSG00000204642;P30511
AVPR2;ENST00000646375;P30518-1;ENSG00000126895;P30518
AVPR2;ENST00000337474;P30518-1;ENSG00000126895;P30518
AVPR2;ENST00000370049;P30518-2;ENSG00000126895;P30518
HMOX2;ENST00000632458;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000631540;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000622146;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000633319;P30519-2;ENSG00000277424;P30519
HMOX2;ENST00000631677;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000621065;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000612525;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000615778;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000620445;P30519-1;ENSG00000277424;P30519
HMOX2;ENST00000406590;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000458134;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000619528;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000619913;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000219700;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000570646;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000575120;P30519-2;ENSG00000103415;P30519
HMOX2;ENST00000398595;P30519-1;ENSG00000103415;P30519
HMOX2;ENST00000414777;P30519-1;ENSG00000103415;P30519
ADSS2;ENST00000366535;;ENSG00000035687;P30520
AXL;ENST00000301178;P30530-1;ENSG00000167601;P30530
AXL;ENST00000359092;P30530-2;ENSG00000167601;P30530
SLC6A1;ENST00000646702;;ENSG00000157103;P30531
SLC6A1;ENST00000642767;;ENSG00000157103;P30531
SLC6A1;ENST00000642515;;ENSG00000157103;P30531
SLC6A1;ENST00000643498;;ENSG00000157103;P30531
SLC6A1;ENST00000646570;;ENSG00000157103;P30531
SLC6A1;ENST00000287766;;ENSG00000157103;P30531
SLC6A1;ENST00000642820;;ENSG00000157103;P30531
SLC6A1;ENST00000645054;;ENSG00000157103;P30531
SLC6A1;ENST00000642735;;ENSG00000157103;P30531
SLC6A1;ENST00000646022;;ENSG00000157103;P30531
SLC6A1;ENST00000645592;;ENSG00000157103;P30531
SLC6A1;ENST00000646924;;ENSG00000157103;P30531
SLC6A1;ENST00000645974;;ENSG00000157103;P30531
SLC6A1;ENST00000642639;;ENSG00000157103;P30531
SLC6A1;ENST00000646060;;ENSG00000157103;P30531
SLC6A1;ENST00000642201;;ENSG00000157103;P30531
SLC6A1;ENST00000647194;;ENSG00000157103;P30531
SLC6A1;ENST00000643396;;ENSG00000157103;P30531
SLC6A1;ENST00000645029;;ENSG00000157103;P30531
CHRNA5;ENST00000299565;;ENSG00000169684;P30532
LRPAP1;ENST00000650182;;ENSG00000163956;P30533
TSPO;ENST00000337554;P30536-1;ENSG00000100300;P30536
TSPO;ENST00000329563;P30536-1;ENSG00000100300;P30536
TSPO;ENST00000396265;P30536-1;ENSG00000100300;P30536
ADORA1;ENST00000309502;P30542-1;ENSG00000163485;P30542
ADORA1;ENST00000367236;P30542-1;ENSG00000163485;P30542
ADORA1;ENST00000337894;P30542-1;ENSG00000163485;P30542
ADORA1;ENST00000367235;P30542-2;ENSG00000163485;P30542
GRPR;ENST00000380289;;ENSG00000126010;P30550
AGTR1;ENST00000497524;;ENSG00000144891;P30556
AGTR1;ENST00000418473;;ENSG00000144891;P30556
AGTR1;ENST00000418473;;ENSG00000144891;P30556
AGTR1;ENST00000349243;;ENSG00000144891;P30556
AGTR1;ENST00000404754;;ENSG00000144891;P30556
AGTR1;ENST00000474935;;ENSG00000144891;P30556
AGTR1;ENST00000475347;;ENSG00000144891;P30556
AGTR1;ENST00000461609;;ENSG00000144891;P30556
AGTR1;ENST00000402260;;ENSG00000144891;P30556
AGTR1;ENST00000402260;;ENSG00000144891;P30556
OXTR;ENST00000316793;;ENSG00000180914;P30559
ADSL;ENST00000623063;P30566-1;ENSG00000239900;P30566
ADSL;ENST00000342312;P30566-2;ENSG00000239900;P30566
PKLR;ENST00000571194;P30613-2;ENSG00000262785;P30613
PKLR;ENST00000572740;P30613-1;ENSG00000262785;P30613
PKLR;ENST00000342741;P30613-1;ENSG00000143627;P30613
PKLR;ENST00000392414;P30613-2;ENSG00000143627;P30613
CLIP1;ENST00000302528;P30622-1;ENSG00000130779;P30622
CLIP1;ENST00000358808;P30622-1;ENSG00000130779;P30622
CLIP1;ENST00000620786;P30622-3;ENSG00000130779;P30622
CLIP1;ENST00000537178;P30622-2;ENSG00000130779;P30622
SRI;ENST00000265729;P30626-1;ENSG00000075142;P30626
SRI;ENST00000394641;P30626-2;ENSG00000075142;P30626
SRI;ENST00000431660;P30626-3;ENSG00000075142;P30626
GNA15;ENST00000262958;;ENSG00000060558;P30679
GSTT1;ENST00000612885;P30711-1;ENSG00000277656;P30711
SERPINB1;ENST00000380739;P30740-1;ENSG00000021355;P30740
GCH1;ENST00000395514;P30793-1;ENSG00000131979;P30793
GCH1;ENST00000543643;P30793-4;ENSG00000131979;P30793
GCH1;ENST00000491895;P30793-1;ENSG00000131979;P30793
GCH1;ENST00000536224;P30793-2;ENSG00000131979;P30793
SLC7A1;ENST00000380752;;ENSG00000139514;P30825
ALDH1B1;ENST00000377698;;ENSG00000137124;P30837
ALDH3A1;ENST00000444455;;ENSG00000108602;P30838
ALDH3A1;ENST00000457500;;ENSG00000108602;P30838
ALDH3A1;ENST00000225740;;ENSG00000108602;P30838
SSTR1;ENST00000267377;;ENSG00000139874;P30872
SSTR2;ENST00000357585;P30874-1;ENSG00000180616;P30874
POLR2B;ENST00000381227;;ENSG00000047315;P30876
POLR2B;ENST00000314595;;ENSG00000047315;P30876
CHRNB4;ENST00000261751;P30926-1;ENSG00000117971;P30926
CHRNB4;ENST00000412074;P30926-2;ENSG00000117971;P30926
HTR1F;ENST00000319595;;ENSG00000179097;P30939
OR1E1;ENST00000322608;;ENSG00000180016;P30953
OR10J1;ENST00000641630;;ENSG00000196184;P30954
